JugadorID,PromedioGeneral
1872,52.8750
1873,56.5000
1874,39.0000
1875,45.8750
1876,40.1250
1877,51.1250
1878,50.0000
1879,58.5000
1880,50.8750
1881,56.1250
1882,54.0000
1883,55.2500
1884,49.0000
1885,57.5000
1886,60.8750
1887,49.7500
1888,53.1250
1889,54.3750
1890,51.1250
1891,57.2500
1892,52.3750
1893,45.7500
1894,38.2500
1895,44.2500
1896,52.7500
1897,49.5000
1898,47.2500
1899,51.7500
1900,58.3750
1901,49.2500
1902,48.3750
1903,43.1250
1904,46.0000
1905,51.3750
1906,43.6250
1907,56.8750
1908,36.3750
1909,41.1250
1910,48.8750
1911,52.5000
1912,48.3750
1913,50.1250
1914,54.7500
1915,47.5000
1916,59.0000
1917,53.6250
1918,44.0000
1919,55.3750
1920,48.5000
1921,43.6250
1922,43.5000
1923,60.3750
1924,44.5000
1925,48.0000
1926,47.0000
1927,58.3750
1928,46.2500
1929,47.5000
1930,41.6250
1931,47.3750
1932,49.3750
1933,41.5000
1934,59.7500
1935,62.6250
1936,53.5000
1937,48.7500
1938,54.2500
1939,54.1250
1940,45.6250
1941,45.0000
1942,69.1250
